id,ingredients,ingredients_string,cuisine
40160,"['chicken broth', 'chicken breasts', 'shredded cheese', 'olives', 'milk', 'butter', 'roast red peppers, drain', 'black beans', 'rotelle', 'enchilada sauce', 'flour', 'frozen corn', 'onions']","chicken broth chicken breasts shredded cheese olives milk butter roast red peppers, drain black beans rotelle enchilada sauce flour frozen corn onions",D
45541,"['green onions', 'beansprouts', 'large eggs', 'sauce', 'peanuts', 'rice noodles', 'canola oil', 'pork tenderloin', 'carrots']",green onions beansprouts large eggs sauce peanuts rice noodles canola oil pork tenderloin carrots,C
22410,"['mayonaise', 'sliced carrots', 'baguette', 'barbecued pork', 'fish sauce', 'serrano peppers', 'hot chili sauce', 'pepper', 'cilantro leaves']",mayonaise sliced carrots baguette barbecued pork fish sauce serrano peppers hot chili sauce pepper cilantro leaves,C
26226,"['lime', 'sesame oil', 'avocado', 'sesame seeds', 'tamari soy sauce', 'honey', 'cilantro', 'spring roll wrappers', 'red cabbage']",lime sesame oil avocado sesame seeds tamari soy sauce honey cilantro spring roll wrappers red cabbage,C
4591,"['garlic', 'cumin seed', 'mango', 'fresh ginger', 'cayenne pepper', 'chopped cilantro fresh', 'water', 'salt', 'onions', 'canola oil', 'yellow lentils', 'ground coriander', 'ground turmeric']",garlic cumin seed mango fresh ginger cayenne pepper chopped cilantro fresh water salt onions canola oil yellow lentils ground coriander ground turmeric,B
5457,"['zucchini', 'chickpeas', 'ancho chile pepper', 'water', 'butternut squash', 'pitted prunes', 'ground cumin', 'ground cinnamon', 'dried apricot', 'ground coriander', 'ground turmeric', 'chopped tomatoes', 'yellow onion', 'garlic cloves']",zucchini chickpeas ancho chile pepper water butternut squash pitted prunes ground cumin ground cinnamon dried apricot ground coriander ground turmeric chopped tomatoes yellow onion garlic cloves,B
39085,"['eggs', 'parmesan cheese', 'goat cheese', 'onions', 'pepper', 'paprika', 'garlic cloves', 'mozzarella cheese', 'potatoes', 'green chilies', 'nutmeg', 'honey', 'salt', 'serrano ham']",eggs parmesan cheese goat cheese onions pepper paprika garlic cloves mozzarella cheese potatoes green chilies nutmeg honey salt serrano ham,E
24040,"['purple onion', 'Mexican cheese', 'feta cheese', 'oil', 'avocado', 'cilantro leaves', 'corn tortillas', 'queso fresco', 'enchilada sauce']",purple onion Mexican cheese feta cheese oil avocado cilantro leaves corn tortillas queso fresco enchilada sauce,D
6576,"['sugar', 'vegetable oil', 'beansprouts', 'low sodium soy sauce', 'ground black pepper', 'dark sesame oil', 'sliced green onions', 'fresh ginger', 'linguine', 'cooked chicken breasts', 'sake', 'shredded carrots', 'corn starch']",sugar vegetable oil beansprouts low sodium soy sauce ground black pepper dark sesame oil sliced green onions fresh ginger linguine cooked chicken breasts sake shredded carrots corn starch,C
34310,"['sugar', 'mace', 'cayenne pepper', 'dried thyme', 'dried sage', 'pork butt roast', 'water', 'garlic powder', 'smoked paprika', 'honey', 'onion powder', 'white sugar']",sugar mace cayenne pepper dried thyme dried sage pork butt roast water garlic powder smoked paprika honey onion powder white sugar,E
27350,"['mint', 'corn', 'chili powder', 'garlic', 'rice', 'kosher salt', 'vegetables', 'ground pork', 'beef broth', 'ground beef', 'tomato sauce', 'olive oil', 'summer squash', 'salt', 'green beans', 'eggs', 'water', 'ground black pepper', 'peas', 'yellow onion']",mint corn chili powder garlic rice kosher salt vegetables ground pork beef broth ground beef tomato sauce olive oil summer squash salt green beans eggs water ground black pepper peas yellow onion,B
9968,"['fresh red chili', 'coconut', 'garlic chili sauce', 'scallops', 'squid', 'onions', 'fish sauce', 'coconut cream', 'shrimp', 'water', 'oil']",fresh red chili coconut garlic chili sauce scallops squid onions fish sauce coconut cream shrimp water oil,C
2464,"['white onion', 'bay leaves', 'carrots', 'celery ribs', 'pepper', 'butter', 'pancetta', 'cream', 'lean ground beef', 'fresh parsley', 'white wine', 'crushed tomatoes', 'salt']",white onion bay leaves carrots celery ribs pepper butter pancetta cream lean ground beef fresh parsley white wine crushed tomatoes salt,E
27952,"['dark soy sauce', 'boneless chicken breast', 'szechwan peppercorns', 'roasted peanuts', 'potato flour', 'sugar', 'Shaoxing wine', 'ginger', 'chinkiang vinegar', 'gai lan', 'cooking oil', 'sesame oil', 'garlic cloves', 'chicken stock', 'light soy sauce', 'spring onions', 'salt', 'dried chile']",dark soy sauce boneless chicken breast szechwan peppercorns roasted peanuts potato flour sugar Shaoxing wine ginger chinkiang vinegar gai lan cooking oil sesame oil garlic cloves chicken stock light soy sauce spring onions salt dried chile,C
43388,"['whole wheat tortillas', 'ground cumin', 'california avocado', 'cilantro', 'queso fresco', 'hummus']",whole wheat tortillas ground cumin california avocado cilantro queso fresco hummus,D
33143,"['black beans', 'green onions', 'garlic', 'ground cumin', 'tomato sauce', 'water', 'red pepper', 'cilantro leaves', 'Pepperidge Farm Puff Pastry Sheets', 'guacamole', 'ground pork', 'sour cream', 'eggs', 'shredded cheddar cheese', 'chili powder', 'crushed red pepper']",black beans green onions garlic ground cumin tomato sauce water red pepper cilantro leaves Pepperidge Farm Puff Pastry Sheets guacamole ground pork sour cream eggs shredded cheddar cheese chili powder crushed red pepper,D
28083,"['unsweetened coconut milk', 'extra firm tofu', 'red bell pepper', 'soy sauce', 'Thai red curry paste', 'fresh basil', 'peeled fresh ginger', 'fresh lime juice', 'zucchini', 'peanut oil']",unsweetened coconut milk extra firm tofu red bell pepper soy sauce Thai red curry paste fresh basil peeled fresh ginger fresh lime juice zucchini peanut oil,C
15927,"['large flour tortillas', 'shredded cheddar cheese', 'red enchilada sauce', 'stew meat', 'green chilies', 'beef']",large flour tortillas shredded cheddar cheese red enchilada sauce stew meat green chilies beef,D
10255,"['turnip greens', 'hot pepper sauce', 'sliced carrots', 'garlic cloves', 'white vinegar', 'fat free less sodium chicken broth', 'leeks', 'butter', 'black pepper', 'reduced fat milk', 'baking potatoes', 'turnips', 'dried thyme', 'chicken breasts', 'salt']",turnip greens hot pepper sauce sliced carrots garlic cloves white vinegar fat free less sodium chicken broth leeks butter black pepper reduced fat milk baking potatoes turnips dried thyme chicken breasts salt,E
8011,"['potato starch', 'butter', 'sweet rice flour', 'granulated sugar', 'salt', 'baking soda', 'buttermilk', 'baking powder', 'white rice flour']",potato starch butter sweet rice flour granulated sugar salt baking soda buttermilk baking powder white rice flour,A
5195,"['eggs', 'minced garlic', 'sambal olek', 'tamarind paste', 'soy sauce', 'peanuts', 'lime wedges', 'noodles', 'light brown sugar', 'ground chicken', 'thai basil', 'crushed red pepper flakes', 'fish sauce', 'water', 'green onions', 'carrots']",eggs minced garlic sambal olek tamarind paste soy sauce peanuts lime wedges noodles light brown sugar ground chicken thai basil crushed red pepper flakes fish sauce water green onions carrots,C
36015,"['sugar', 'olive oil mayonnaise', 'rice vinegar', 'Sriracha', 'salt', 'baguette', 'daikon', 'carrots', 'avocado', 'jalapeno chilies', 'cilantro leaves']",sugar olive oil mayonnaise rice vinegar Sriracha salt baguette daikon carrots avocado jalapeno chilies cilantro leaves,D
40910,"['cooked ham', 'brie cheese', 'chopped fresh chives', 'brazil nuts', 'fresh tarragon']",cooked ham brie cheese chopped fresh chives brazil nuts fresh tarragon,E
11309,"['lemon', 'white wine', 'mango', 'egg whites', 'sugar', 'whipping cream']",lemon white wine mango egg whites sugar whipping cream,A
47556,"['green bell pepper', 'reduced sodium fat free chicken broth', 'okra', 'plum tomatoes', 'vegetable oil cooking spray', 'vegetable oil', 'shrimp', 'sweet onion', 'cajun seasoning', 'grits', 'andouille sausage', 'flour', 'garlic cloves', 'sliced green onions']",green bell pepper reduced sodium fat free chicken broth okra plum tomatoes vegetable oil cooking spray vegetable oil shrimp sweet onion cajun seasoning grits andouille sausage flour garlic cloves sliced green onions,E
27958,"['ground black pepper', 'sesame oil', 'cashew nuts', 'sugar', 'pandan extract', 'salt', 'unsalted butter', 'heavy cream', 'palm sugar', 'whole milk', 'coconut milk']",ground black pepper sesame oil cashew nuts sugar pandan extract salt unsalted butter heavy cream palm sugar whole milk coconut milk,A
27198,"['salt', 'tomatillos', 'chopped cilantro fresh', 'purple onion', 'ground cumin', 'grape tomatoes', 'fresh lime juice']",salt tomatillos chopped cilantro fresh purple onion ground cumin grape tomatoes fresh lime juice,D
643,"['salt', 'caviar', 'skim milk', 'seedless red grapes', 'Belgian endive', 'small red potato', 'vegetable oil cooking spray', 'chèvre']",salt caviar skim milk seedless red grapes Belgian endive small red potato vegetable oil cooking spray chèvre,E
40853,"['garam masala', 'salt', 'ground turmeric', 'plain yogurt', 'vegetable oil', 'garlic cloves', 'chicken legs', 'cayenne', 'ground coriander', 'ground cumin', 'fresh ginger', 'paprika', 'lemon juice']",garam masala salt ground turmeric plain yogurt vegetable oil garlic cloves chicken legs cayenne ground coriander ground cumin fresh ginger paprika lemon juice,B
15815,"['mirin', 'scallions', 'sake', 'sea salt', 'bamboo shoots', 'skinless boneless chicken legs', 'corn starch', 'soy sauce', 'togarashi']",mirin scallions sake sea salt bamboo shoots skinless boneless chicken legs corn starch soy sauce togarashi,C
2063,"['butter', 'crème fraîche', 'lemon wedge', 'garlic', 'seasoned flour', 'pure olive oil', 'extra-virgin olive oil', 'small eggs', 'Tabasco Pepper Sauce', 'salt', 'chicken thighs']",butter crème fraîche lemon wedge garlic seasoned flour pure olive oil extra-virgin olive oil small eggs Tabasco Pepper Sauce salt chicken thighs,E
19827,"['caraway seeds', 'ground nutmeg', 'salt', 'sugar', 'buttermilk', 'shortening', 'flour', 'baking soda', 'raisins']",caraway seeds ground nutmeg salt sugar buttermilk shortening flour baking soda raisins,A
33443,"['olive oil', 'sardines', 'capers', 'dillweed', 'bread', 'purple onion', 'cream cheese with chives and onion', 'sour cream']",olive oil sardines capers dillweed bread purple onion cream cheese with chives and onion sour cream,D
44632,"['chestnuts', 'minced garlic', 'potatoes', 'yellow onion', 'pears', 'table salt', 'shiitake', 'rice wine', 'beef rib short', 'brown sugar', 'water', 'green onions', 'gingerroot', 'kiwi', 'ground ginger', 'soy sauce', 'ground black pepper', 'sesame oil', 'carrots']",chestnuts minced garlic potatoes yellow onion pears table salt shiitake rice wine beef rib short brown sugar water green onions gingerroot kiwi ground ginger soy sauce ground black pepper sesame oil carrots,C
26773,"['chicken stock', 'shredded carrots', 'vegetable oil', 'red bell pepper', 'sugar pea', 'boneless skinless chicken breasts', 'garlic', 'fish sauce', 'green onions', 'ginger', 'onions', 'unsweetened coconut milk', 'thai basil', 'sesame oil', 'crushed red pepper']",chicken stock shredded carrots vegetable oil red bell pepper sugar pea boneless skinless chicken breasts garlic fish sauce green onions ginger onions unsweetened coconut milk thai basil sesame oil crushed red pepper,C
3203,"['Vietnamese coriander', 'shiitake', 'grapeseed oil', 'snapper fillets', 'toasted sesame oil', 'chervil', 'nam pla', 'young ginger', 'extra-virgin olive oil', 'ground white pepper', 'chiles', 'lime', 'coarse salt', 'oyster mushrooms', 'fleur de sel', 'lemongrass', 'white miso', 'fresh tarragon', 'scallions', 'grated orange']",Vietnamese coriander shiitake grapeseed oil snapper fillets toasted sesame oil chervil nam pla young ginger extra-virgin olive oil ground white pepper chiles lime coarse salt oyster mushrooms fleur de sel lemongrass white miso fresh tarragon scallions grated orange,E
32873,"['egg noodles', 'napa cabbage', 'ground black pepper', 'chicken breasts', 'evaporated milk', 'green onions', 'salt', 'chicken broth', 'large eggs', 'garlic']",egg noodles napa cabbage ground black pepper chicken breasts evaporated milk green onions salt chicken broth large eggs garlic,E
24806,"['fresh coriander', 'vegetables', 'sweet corn', 'soup noodles', 'stock', 'fresh lime', 'red pepper', 'carrots', 'sugar', 'light soy sauce', 'salt', 'celery', 'kaffir lime leaves', 'lemongrass', 'vegetable oil', 'roasting chickens', 'snow peas']",fresh coriander vegetables sweet corn soup noodles stock fresh lime red pepper carrots sugar light soy sauce salt celery kaffir lime leaves lemongrass vegetable oil roasting chickens snow peas,C
45942,"['dijon mustard', 'butter', 'fat skimmed chicken broth', 'capers', 'fresh thyme leaves', 'dried salted codfish', 'ground pepper', 'parsley', 'salt', 'potatoes', 'whipping cream', 'onions']",dijon mustard butter fat skimmed chicken broth capers fresh thyme leaves dried salted codfish ground pepper parsley salt potatoes whipping cream onions,E
1324,"['egg whites', 'salt', 'cream of tartar', 'butter', 'bittersweet chocolate', 'egg yolks', 'sauce', 'sugar', 'vanilla extract', 'unsweetened cocoa powder']",egg whites salt cream of tartar butter bittersweet chocolate egg yolks sauce sugar vanilla extract unsweetened cocoa powder,A
32526,"['pork', 'bonito flakes', 'scallions', 'mirin', 'worcestershire sauce', 'onions', 'soy sauce', 'shredded cabbage', 'carrots', 'udon', 'togarashi', 'canola oil']",pork bonito flakes scallions mirin worcestershire sauce onions soy sauce shredded cabbage carrots udon togarashi canola oil,C
48093,"['dijon mustard', 'honey', 'orange juice', 'minced garlic', 'rice vinegar', 'olive oil', 'chopped cilantro fresh']",dijon mustard honey orange juice minced garlic rice vinegar olive oil chopped cilantro fresh,E
48942,"['bread crumbs', 'garlic cloves', 'rosemary sprigs', 'extra-virgin olive oil', 'new potatoes', 'fish', 'black pepper', 'fine sea salt']",bread crumbs garlic cloves rosemary sprigs extra-virgin olive oil new potatoes fish black pepper fine sea salt,E
8845,"['dry white wine', 'oil', 'olive oil', 'all-purpose flour', 'reduced sodium chicken broth', 'veal cutlets', 'flat leaf parsley', 'unsalted butter', 'brine-cured black olives']",dry white wine oil olive oil all-purpose flour reduced sodium chicken broth veal cutlets flat leaf parsley unsalted butter brine-cured black olives,E
11546,"['grated parmesan cheese', 'dijon style mustard', 'romaine lettuce', 'worcestershire sauce', 'lemon', 'croutons', 'olive oil', 'garlic']",grated parmesan cheese dijon style mustard romaine lettuce worcestershire sauce lemon croutons olive oil garlic,E
44358,"['salsa', 'black beans', 'cheddar cheese', 'sour cream', 'flour tortillas']",salsa black beans cheddar cheese sour cream flour tortillas,D
3209,"['cheese slices', 'cooked ham', 'salad', 'hard salami', 'french bread']",cheese slices cooked ham salad hard salami french bread,E
10553,"['dry white wine', 'fresh mushrooms', 'pepper', 'chunky tomato sauce', 'italian seasoning', 'chicken breast halves', 'spaghetti', 'cooking spray', 'chopped onion']",dry white wine fresh mushrooms pepper chunky tomato sauce italian seasoning chicken breast halves spaghetti cooking spray chopped onion,E
44430,"['brandy', 'large egg whites', 'ladyfingers', 'fat free yogurt', 'mascarpone', 'marsala wine', 'water', 'sugar', 'instant espresso granules', 'unsweetened cocoa powder']",brandy large egg whites ladyfingers fat free yogurt mascarpone marsala wine water sugar instant espresso granules unsweetened cocoa powder,A
44712,"['fat free less sodium chicken broth', 'bosc pears', 'pear nectar', 'fresh parsley', 'ground cinnamon', 'ground black pepper', 'chopped fresh thyme', 'chopped walnuts', 'arborio rice', 'olive oil', 'shallots', 'salt', 'Chianti', 'crumbled blue cheese', 'butter', 'garlic cloves']",fat free less sodium chicken broth bosc pears pear nectar fresh parsley ground cinnamon ground black pepper chopped fresh thyme chopped walnuts arborio rice olive oil shallots salt Chianti crumbled blue cheese butter garlic cloves,E
16351,"['fresh coriander', 'yoghurt', 'garlic cloves', 'coriander powder', 'salt', 'gram flour', 'garam masala', 'chili powder', 'rice flour', 'chili flakes', 'boneless chicken breast', 'oil', 'ground cumin']",fresh coriander yoghurt garlic cloves coriander powder salt gram flour garam masala chili powder rice flour chili flakes boneless chicken breast oil ground cumin,B
44644,"['seedless cucumber', 'red wine vinegar', 'fresh basil', 'minced garlic', 'salt', 'pepper', 'purple onion', 'bread ciabatta', 'olive oil', 'plum tomatoes']",seedless cucumber red wine vinegar fresh basil minced garlic salt pepper purple onion bread ciabatta olive oil plum tomatoes,E
31670,"['vegetable oil', 'chicken', 'hot pepper sauce', 'salt', 'curry powder', 'garlic', 'potatoes', 'onions']",vegetable oil chicken hot pepper sauce salt curry powder garlic potatoes onions,B
49147,"['jack cheese', 'chopped pecans', 'ground cinnamon', 'blueberries', 'bread', 'butter', 'grated lemon peel', 'syrup', 'lemon juice']",jack cheese chopped pecans ground cinnamon blueberries bread butter grated lemon peel syrup lemon juice,E
19750,"['manioc flour', 'bacon', 'coarse salt', 'garlic']",manioc flour bacon coarse salt garlic,E
48121,"['eggs', 'minced ginger', 'Sriracha', 'rice vinegar', 'mayonaise', 'almond flour', 'ground pork', 'carrots', 'fish sauce', 'fresh cilantro', 'daikon', 'scallions', 'sugar substitute', 'garlic powder', 'salt', 'chopped cilantro']",eggs minced ginger Sriracha rice vinegar mayonaise almond flour ground pork carrots fish sauce fresh cilantro daikon scallions sugar substitute garlic powder salt chopped cilantro,C
22722,"['vodka', 'coffee beans', 'vanilla beans', 'orange', 'sugar', 'dry white wine']",vodka coffee beans vanilla beans orange sugar dry white wine,A
9910,"['tomatoes', 'salt', 'bread', 'extra-virgin olive oil', 'large garlic cloves', 'ground black pepper']",tomatoes salt bread extra-virgin olive oil large garlic cloves ground black pepper,E
14236,"['pancetta', 'ground black pepper', 'cooking spray', 'cornmeal', 'dried thyme', 'dry yeast', 'all-purpose flour', 'part-skim mozzarella cheese', 'parmigiano reggiano cheese', 'garlic cloves', 'warm water', 'asparagus', 'sea salt']",pancetta ground black pepper cooking spray cornmeal dried thyme dry yeast all-purpose flour part-skim mozzarella cheese parmigiano reggiano cheese garlic cloves warm water asparagus sea salt,E
48341,"['mayonaise', 'Velveeta', 'pimentos']",mayonaise Velveeta pimentos,E
23190,"['water', 'green onions', 'galangal', 'kaffir lime leaves', 'lemongrass', 'cilantro', 'fish sauce', 'serrano peppers', 'garlic', 'lime juice', 'chicken breasts']",water green onions galangal kaffir lime leaves lemongrass cilantro fish sauce serrano peppers garlic lime juice chicken breasts,C
20362,"['boneless chicken skinless thigh', 'passata', 'cinnamon sticks', 'dried oregano', 'salad', 'paprika', 'garlic cloves', 'white cheese', 'olive oil', 'salt', 'chopped parsley', 'allspice', 'crusty bread', 'orzo', 'greek yogurt', 'onions']",boneless chicken skinless thigh passata cinnamon sticks dried oregano salad paprika garlic cloves white cheese olive oil salt chopped parsley allspice crusty bread orzo greek yogurt onions,E
44794,"['vegetable oil', 'crushed red pepper flakes', 'red wine vinegar', 'coarse salt', 'onions', 'collard greens', 'bacon']",vegetable oil crushed red pepper flakes red wine vinegar coarse salt onions collard greens bacon,E
39419,"['cinnamon', 'whole milk', 'sugar', 'cinnamon sticks', 'medium-grain rice']",cinnamon whole milk sugar cinnamon sticks medium-grain rice,A
13526,"['milk', 'butter', 'flour', 'pasta shells', 'dijon mustard', 'smoked sausage', 'shredded swiss cheese', 'onions']",milk butter flour pasta shells dijon mustard smoked sausage shredded swiss cheese onions,E
42270,"['beef', 'white sugar', 'garlic powder', 'carrots', 'kosher salt', 'scallions', 'ground black pepper', 'onions']",beef white sugar garlic powder carrots kosher salt scallions ground black pepper onions,B
37208,"['kidney beans', 'chili powder', 'onions', 'shredded cheddar cheese', 'sweet potatoes', 'garlic', 'soy sauce', 'flour tortillas', 'vegetable oil', 'ground cumin', 'water', 'prepared mustard', 'cayenne pepper']",kidney beans chili powder onions shredded cheddar cheese sweet potatoes garlic soy sauce flour tortillas vegetable oil ground cumin water prepared mustard cayenne pepper,D
33824,"['tomatoes', 'sherry vinegar', 'fresh basil leaves', 'baguette', 'extra-virgin olive oil', 'sun-dried tomatoes', 'goat cheese', 'fresh basil', 'tapenade']",tomatoes sherry vinegar fresh basil leaves baguette extra-virgin olive oil sun-dried tomatoes goat cheese fresh basil tapenade,E
29953,"['pizza crust', 'pizza sauce', 'olive oil', 'italian seasoning', 'mozzarella cheese', 'pepperoni', 'grated parmesan cheese']",pizza crust pizza sauce olive oil italian seasoning mozzarella cheese pepperoni grated parmesan cheese,E
16387,"['water', 'soy sauce', 'sugar', 'sesame oil', 'quail eggs']",water soy sauce sugar sesame oil quail eggs,C
37672,"['sugar', 'vegetable oil', 'powdered sugar', 'egg yolks', 'yams', 'honey', 'vanilla extract', 'cornflake crumbs', 'all-purpose flour']",sugar vegetable oil powdered sugar egg yolks yams honey vanilla extract cornflake crumbs all-purpose flour,A
1868,"['fresh rosemary', 'minced onion', 'all-purpose flour', 'active dry yeast', 'kalamata', 'sugar', 'coarse salt', 'olive oil', 'salt']",fresh rosemary minced onion all-purpose flour active dry yeast kalamata sugar coarse salt olive oil salt,A
24984,"['eggs', 'gluten free rice chex', 'milk', 'garlic', 'fresh lime juice', 'hot red pepper flakes', 'pepper', 'gluten', 'salt', 'brown sugar', 'sliced almonds', 'chicken breasts', 'gluten-free tamari sauce', 'ground ginger', 'sweet chili sauce', 'water', 'cilantro', 'rice vinegar']",eggs gluten free rice chex milk garlic fresh lime juice hot red pepper flakes pepper gluten salt brown sugar sliced almonds chicken breasts gluten-free tamari sauce ground ginger sweet chili sauce water cilantro rice vinegar,C
47128,"['tomatoes', 'olive oil', 'purple onion', 'dried oregano', 'romaine lettuce', 'ground black pepper', 'english cucumber', 'green bell pepper', 'feta cheese', 'salt', 'pepperoni slices', 'kalamata', 'lemon juice']",tomatoes olive oil purple onion dried oregano romaine lettuce ground black pepper english cucumber green bell pepper feta cheese salt pepperoni slices kalamata lemon juice,E
44303,"['brown sugar', 'dry bread crumbs', 'white vinegar', 'water', 'onions', 'soy sauce', 'ground beef', 'eggs', 'all-purpose flour']",brown sugar dry bread crumbs white vinegar water onions soy sauce ground beef eggs all-purpose flour,C
20318,"['extra firm tofu', 'orange juice', 'fat free less sodium chicken broth', 'vegetable oil', 'low sodium soy sauce', 'peeled fresh ginger', 'cooked long-grain brown rice', 'hoisin sauce', 'crushed red pepper']",extra firm tofu orange juice fat free less sodium chicken broth vegetable oil low sodium soy sauce peeled fresh ginger cooked long-grain brown rice hoisin sauce crushed red pepper,C
7513,"['tomato sauce', 'bay leaves', 'dried oregano', 'dried basil', 'salt', 'pepper', 'diced tomatoes', 'italian seasoning', 'italian sausage', 'garlic powder', 'spaghetti']",tomato sauce bay leaves dried oregano dried basil salt pepper diced tomatoes italian seasoning italian sausage garlic powder spaghetti,E
13261,"['kosher salt', 'garlic', 'black pepper', 'grated parmesan cheese', 'eggs', 'milk', 'ground meat', 'bread crumbs', 'ground pork']",kosher salt garlic black pepper grated parmesan cheese eggs milk ground meat bread crumbs ground pork,E
19259,"['white flour', 'sugar', 'oil', 'salt', 'warm water', 'yeast']",white flour sugar oil salt warm water yeast,A
31103,"['butter', 'corn starch', 'dried tarragon leaves', 'green pepper', 'chicken', 'chicken broth', 'red pepper', 'onions', 'olive oil', 'ham']",butter corn starch dried tarragon leaves green pepper chicken chicken broth red pepper onions olive oil ham,E
24037,"['olive oil', 'kalamata', 'sourdough baguette', 'radishes', 'goat cheese', 'tomatoes', 'tuna steaks', 'garlic cloves', 'rocket leaves', 'balsamic vinegar', 'fresh basil leaves']",olive oil kalamata sourdough baguette radishes goat cheese tomatoes tuna steaks garlic cloves rocket leaves balsamic vinegar fresh basil leaves,E
29984,"['bourbon whiskey', 'sugar', 'juice', 'crushed ice', 'mint leaves', 'club soda']",bourbon whiskey sugar juice crushed ice mint leaves club soda,A
28159,"['vanilla ice cream', 'orange juice', 'grated orange', 'lemon peel', 'lemon juice', 'sugar', 'cognac', 'butter', 'orange liqueur']",vanilla ice cream orange juice grated orange lemon peel lemon juice sugar cognac butter orange liqueur,A
5318,"['plain yogurt', 'juice', 'milk', 'ice cubes', 'mango']",plain yogurt juice milk ice cubes mango,A
23962,"['sliced olives', 'chopped cilantro', 'cheddar cheese', 'red enchilada sauce', 'green chile', 'green onions', 'chicken', 'flour tortillas', 'sour cream']",sliced olives chopped cilantro cheddar cheese red enchilada sauce green chile green onions chicken flour tortillas sour cream,D
2084,"['dry white wine', 'salt', 'spaghetti', 'mussels', 'garlic', 'freshly ground pepper', 'saffron threads', 'extra-virgin olive oil', 'grated lemon zest', 'crushed tomatoes', 'crushed red pepper', 'fresh parsley']",dry white wine salt spaghetti mussels garlic freshly ground pepper saffron threads extra-virgin olive oil grated lemon zest crushed tomatoes crushed red pepper fresh parsley,E
41793,"['fresh parsley', 'medjool date', 'fleur de sel', 'foie gras']",fresh parsley medjool date fleur de sel foie gras,E
18960,"['arborio rice', 'pecorino romano cheese', 'low salt chicken broth', 'large eggs', 'chopped onion', 'dried porcini mushrooms', 'fresh tarragon', 'butter', 'carrots']",arborio rice pecorino romano cheese low salt chicken broth large eggs chopped onion dried porcini mushrooms fresh tarragon butter carrots,E
17025,"['eggs', 'white sugar', 'vanilla extract', 'sweetened condensed milk']",eggs white sugar vanilla extract sweetened condensed milk,A
15510,"['yellow corn meal', 'baking soda', 'buttermilk', 'sugar', 'baking powder', 'all-purpose flour', 'eggs', 'green onions', 'salt', 'sesame seeds', 'butter']",yellow corn meal baking soda buttermilk sugar baking powder all-purpose flour eggs green onions salt sesame seeds butter,A
36832,"['sake', 'kosher salt', 'green onions', 'boiling water', 'wasabi paste', 'bottled clam juice', 'peeled fresh ginger', 'green tea leaves', 'soy sauce', 'sea scallops', 'white sesame seeds', 'sugar', 'short-grain rice', 'salmon roe']",sake kosher salt green onions boiling water wasabi paste bottled clam juice peeled fresh ginger green tea leaves soy sauce sea scallops white sesame seeds sugar short-grain rice salmon roe,C
20643,"['butter', 'zesty italian dressing', 'turkey breast', 'tomatoes', 'provolone cheese', 'red wine vinegar']",butter zesty italian dressing turkey breast tomatoes provolone cheese red wine vinegar,E
4154,"['avocado', 'hominy', 'coarse sea salt', 'garlic cloves', 'boneless pork shoulder', 'mild olive oil', 'chili powder', 'cilantro leaves', 'white onion', 'radishes', 'pork stock', 'cold water', 'ground black pepper', 'lime wedges', 'tortilla chips']",avocado hominy coarse sea salt garlic cloves boneless pork shoulder mild olive oil chili powder cilantro leaves white onion radishes pork stock cold water ground black pepper lime wedges tortilla chips,D
10510,"['chicken stock', 'chili paste', 'pepper', 'ground pork', 'soy sauce', 'green onions', 'tofu', 'water', 'fermented black beans']",chicken stock chili paste pepper ground pork soy sauce green onions tofu water fermented black beans,C
45117,"['vidalia', 'shredded cheese', 'cream cheese', 'mayonaise']",vidalia shredded cheese cream cheese mayonaise,D
43403,"['fresh rosemary', 'whole milk', 'grated nutmeg', 'parsnips', 'large garlic cloves', 'baby portobello mushrooms', 'butter', 'grated parmesan cheese', 'cheese']",fresh rosemary whole milk grated nutmeg parsnips large garlic cloves baby portobello mushrooms butter grated parmesan cheese cheese,E
42471,"['minced garlic', 'wasabi powder', 'corn starch', 'ground cinnamon', 'fresh ginger', 'yams', 'water', 'sea salt', 'mayonaise', 'vegetable oil', 'lemon juice']",minced garlic wasabi powder corn starch ground cinnamon fresh ginger yams water sea salt mayonaise vegetable oil lemon juice,B
6942,"['basil leaves', 'extra-virgin olive oil', 'spaghettini', 'capers', 'beefsteak tomatoes', 'salt', 'ground black pepper', 'large garlic cloves', 'scallions', 'pecorino cheese', 'oil packed anchovies', 'crushed red pepper', 'salted roasted almonds']",basil leaves extra-virgin olive oil spaghettini capers beefsteak tomatoes salt ground black pepper large garlic cloves scallions pecorino cheese oil packed anchovies crushed red pepper salted roasted almonds,E
33309,"['egg yolks', 'heavy cream', 'ground cloves', 'shallots', 'cognac', 'ground ginger', 'chicken breasts', 'salt', 'pepper', 'butter']",egg yolks heavy cream ground cloves shallots cognac ground ginger chicken breasts salt pepper butter,B
6689,"['baking soda', 'cooking spray', 'all-purpose flour', 'yellow corn meal', 'large eggs', 'salt', 'low-fat buttermilk', 'vegetable oil', 'frozen whole kernel corn', 'baking powder', 'ground cumin']",baking soda cooking spray all-purpose flour yellow corn meal large eggs salt low-fat buttermilk vegetable oil frozen whole kernel corn baking powder ground cumin,A
